state,city,project_name,domain,status,amount_raw,amount_usd,description
Minnesota,Roseville,Improvement of the area's state and county transportation network,Transport Emissions,In Progress,"Funding for most of the transportation improvements will need to come from state, county and federal sources, with a smaller portion supported by the local taxpayers. Not stated.",,"The city is working to improve the area's state and county transportation network, including upgraded highways and strategically-placed pathways."
Minnesota,Roseville,Improvements to the City’s streets,Transport Emissions,Completed,Approximately $1.3 million,1300000.0,"The city made approximately $1.3 million in improvements to its streets, enhancing transportation infrastructure."
Minnesota,Roseville,Purchase city owned recycling carts,Waste Management,Planned,Not stated,,The city is building reserves for future capital outlay to purchase city-owned recycling carts to support solid waste recycling operations.
Minnesota,Roseville,Street Replacement,Transport Emissions,Planned,"$5,315,804",5315804.0,"This project involves replacing streets, which is a core component of transport infrastructure."
Minnesota,Roseville,Street Construction and Improvements,Transport Emissions,In Progress,"$3,341,817",3341817.0,"This project involves the construction and improvement of streets, directly impacting transport infrastructure."
Minnesota,Roseville,Solid Waste Recycling Collection System Operation,Waste Management,In Progress,Not stated,,"This project involves the ongoing operation of a solid waste recycling collection system, directly contributing to waste management."
Minnesota,Roseville,Lexington Paythway TH36,Transport Emissions,In Progress,"$45,565",45565.0,"This project involves the construction of a pathway, which contributes to pedestrian and bike infrastructure."
Minnesota,Roseville,County Rd B Recon & 2024 PMP,Transport Emissions,In Progress,"$123,218",123218.0,"This project involves the reconstruction of County Road B and pavement management, which can include improvements for transport emissions reduction."
Minnesota,Rochester,reconstruction on the City’s main runway 2/20 at the Rochester International Airport,Transport Emissions,In Progress,$79.2 million,79200000.0,"This project involves the reconstruction of the main runway at the Rochester International Airport, which is a key transportation infrastructure improvement."
Minnesota,Rochester,street construction projects (Sales Tax Projects),Transport Emissions,In Progress,Not stated,,Sales tax funding is primarily focused on ongoing street construction projects by both the City and County to improve transportation infrastructure.
Minnesota,Rochester,transit facility projects (Sales Tax Projects),Transport Emissions,In Progress,Not stated,,Sales tax funding continues to assist transit facility projects to support public transportation infrastructure.
Minnesota,Rochester,airport projects (Sales Tax Projects),Transport Emissions,In Progress,Not stated,,Sales tax funding continues to assist airport projects to support air transportation infrastructure.
Minnesota,Rochester,street reconstruction (new Sales Tax funding),Transport Emissions,Planned,part of $205 million,,"New sales tax funding, approved by voters in November 2023, will focus on street reconstruction to improve road infrastructure."
Minnesota,Rochester,flood control and water quality projects (new Sales Tax funding),Waste Management,Planned,part of $205 million,,"New sales tax funding, approved by voters in November 2023, will focus on flood control and water quality projects, contributing to environmental management."
Minnesota,Rochester,significant capital needs for Sewer Utility,Waste Management,Planned,Not stated,,The Sewer Utility requires funding for significant capital needs to maintain and improve its wastewater management infrastructure.
Minnesota,Rochester,improvements to the electric distribution and transmission systems,Energy Efficiency,In Progress,Not stated,,"Ongoing improvements are being made to the electric distribution and transmission systems, enhancing energy infrastructure."
Minnesota,Rochester,rapid transit project,Transport Emissions,In Progress,Not stated,,"The rapid transit project is currently in its pre-design phase, aiming to improve public transportation within the DMCC district."
Minnesota,Rochester,electric buses and charging stations,Transport Emissions,Planned,Not stated,,Electric buses and charging stations are planned for the DMCC circulator routes to support fleet electrification and reduce transport emissions.
Minnesota,Rochester,road and transit facility projects (2023 Sales Tax extension),Transport Emissions,Planned,Not stated,,"Additional road and transit facility projects are planned, funded by the sales tax extension, to enhance transportation infrastructure."
Minnesota,Rochester,transition of the existing heating for the City’s downtown buildings from a steam system to a geothermal district energy system,Energy Efficiency,Planned,$11.4 million,11400000.0,"This project involves transitioning the heating system for City Hall, Mayo Civic Center, and Library from steam to a geothermal district energy system to improve energy efficiency."
Minnesota,Rochester,Electric Utility constructed a substation,Energy Efficiency,Completed,Not stated,,"The Electric Utility constructed a substation to meet the specifications of a large customer, which is a significant piece of energy infrastructure."
Minnesota,Rochester,Construction of utility infrastructure (Electric Utility),Energy Efficiency,In Progress,"$578,748",578748.0,"Customers paid advances for the construction of electric utility infrastructure, which will be recorded as capital contributions upon completion."
Minnesota,Rochester,LED Lighting,Energy Efficiency,Completed,"$1,447,686",1447686.0,This project involves a financed purchase lease for the acquisition and installation of energy-efficient LED lighting.
Minnesota,Rochester,"Westside Energy Station, and Electric substation and improvements",Energy Efficiency,Completed,"$108,255,000",108255000.0,"This project involves financing for the construction of an energy station and improvements to electric substations, which are key energy equipment."
Minnesota,Rochester,Major Street Projects,Transport Emissions,In Progress,"$469,525",469525.0,"This project involves commitments for major street improvements, which can reduce transport emissions by improving traffic flow and supporting efficient transportation."
Minnesota,Rochester,Sidewalk Projects,Transport Emissions,In Progress,"$322,765",322765.0,"This project involves commitments for sidewalk construction and improvements, promoting pedestrian mobility and reducing reliance on private vehicles."
Minnesota,Rochester,Traffic Projects,Transport Emissions,In Progress,"$203,229",203229.0,"This project involves commitments for traffic management improvements, such as signal modernization, to optimize traffic flow and reduce vehicle emissions."
Minnesota,Rochester,Bridge Projects,Transport Emissions,In Progress,"$95,699",95699.0,"This project involves commitments for bridge construction and rehabilitation, which are essential components of the transport network supporting efficient movement."
Minnesota,Rochester,Airport Projects,Transport Emissions,In Progress,"$1,510,134",1510134.0,"This project involves commitments for airport improvements, which can include infrastructure for cleaner ground support equipment or enhanced operational efficiency impacting emissions."
Minnesota,Rochester,Steam Replacement Infrastructure,Energy Efficiency,In Progress,"$2,455,799",2455799.0,"This project involves commitments for replacing steam infrastructure, likely aimed at improving the energy efficiency of heating and cooling systems."
Minnesota,Rochester,Electric Projects,Energy Efficiency,In Progress,"$1,161,890",1161890.0,"This project involves commitments for electric utility initiatives, which can include grid modernization, renewable energy integration, or energy efficiency upgrades."
Minnesota,Rochester,"Replacement of old heating and cooling systems and converting to an eco-friendly renewable source of energy for the City Hall, Library, Mayo Civic Center, and Arts Center",Energy Efficiency,Planned,"$11,400,000",11400000.0,"This project, financed by bonds issued in June 2024, aims to replace outdated HVAC systems and transition to renewable energy sources in key city buildings for improved energy efficiency."
